Compound Id,Smiles,pIGC50
1644,CC(=O)CC(=O)C1=CC=CC=C1,0.57
1645,C1CC(=O)OC1C2=CC=CC=C2,-0.05
1646,C=CC(=O)OCC1=CC=CC=C1,1.35
1647,COC(=O)/C=C/C1=CC=CC=C1,0.58
1648,COC(=O)C1=CC=CC=C1C(=O)OC,-0.49
1649,CC1=CC2=CC=CC=C2N1C,0.84
1650,C1=CC=C(C=C1)CCCC#N,0.15
1651,C1=CC=C(C=C1)CCCN=C=S,2.54
1652,COC1=CC=C(C=C1)CC=C,0.64
1653,CCCC(=O)C1=CC=CC=C1,0.22
1654,CCC(=O)CC1=CC=CC=C1,-0.21
1655,CC(C)C1=CC=C(C=C1)C=O,0.67
1656,CC1=CC(=C(C=C1C)O)C(=O)C,0.71
1657,C/C=C/C1=CC(=C(C=C1)O)OC,0.75
1658,COC1=C(C=CC(=C1)CC=C)O,0.42
1659,CC(=O)CCC1=CC=C(C=C1)O,-0.5
1660,CCOC(=O)C1=CC=C(C=C1)C,0.68
1661,CCCOC(=O)C1=CC=CC=C1,0.42
1662,CC1=C(C(=O)C(=C(C1=O)C)C)C,1.25
1663,CCOC(=O)C1=CC=C(C=C1)OC,0.77
1664,CCOC1=CC=C(C=C1)C(=O)OC,0.58
1665,COC1=CC(=C(C=C1C=O)OC)OC,-0.1
1666,CC(C)(C)C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],1.8
1667,CC(C)(C)C1=CC=C(C=C1)Br,0.75
1668,CC1=CC(=C(C=C1Cl)C(C)C)O,1.86
1669,CCCCOC1=CC=C(C=C1)[N+](=O)[O-],1.42
1670,CCCCC1=CC=CC=C1,1.25
1671,CCC[C@H](C1=CC=CC=C1)O,-0.01
1672,CCC[C@@H](C1=CC=CC=C1)O,-0.09
1673,CCC(CC1=CC=CC=C1)O,-0.16
1674,CC(C)(CC1=CC=CC=C1)O,-0.41
1675,CCC(CO)C1=CC=CC=C1,-0.11
1676,CCC(C)(C1=CC=CC=C1)O,0.06
1677,CC(C)(C)C1=CC=CC=C1O,1.27
1678,CC(CCO)C1=CC=CC=C1,0.01
1679,CC(C)(C)C1=CC(=CC=C1)O,0.74
1680,CCC(C)C1=CC=C(C=C1)O,0.98
1681,C1=CC=C(C=C1)CCCCO,-0.01
1682,CC(C)(C)C1=CC=C(C=C1)O,0.91
1683,CC(C)C1=CC=C(C=C1)CO,0.18
1684,CCCCOC1=CC=C(C=C1)O,0.7
1685,CC1=C(C(=C(C(=C1O)C)C)O)C,1.28
1686,CC(CCOC(=O)C=C)OC(=O)C=C,1.14
1687,CCC1=C(C(=CC=C1)CC)N,0.31
1688,CCC(C)C1=CC=C(C=C1)N,0.61
1689,CCCCC1=CC=C(C=C1)N,1.06
1690,C1=CC=C(C=C1)CCCCN,0.62
1691,CC(C)(C)C1=CC=C(C=C1)N,0.36
1692,CCN(CC)C1=CC=CC=C1,0.65
1693,CC(C)(C)C1=CC(=C(C=C1)O)N,0.37
1694,CCCCOC1=CC=C(C=C1)N,0.61
1695,C1C2CC3CC1CC(C2)(C3)O,-0.08
1696,CCCCCC#CC(=O)OCC,1.23
1697,CCCCCCC#CC(=O)OC,1.32
1698,CCOC(=O)C(CC=C)C(=O)OCC,-0.06
1699,CCOC(=O)C(=C(C)C)C(=O)OCC,-0.07
1700,CCCCCCC/C=C/C=O,1.85
1701,CCCCC/C=C/CCC=O,1.21
1702,CC/C=C\CCCCCC=O,0.95
1703,CC1(C2CCC1(C(C2)O)C)C,0.15
1704,CCCCCCCC#CCO,0.99
1705,CCCCCCC#CCCO,1.13
1706,CCCCCCC1CCC(=O)O1,0.49
1707,CCCCCC1CCCC(=O)O1,-0.08
1708,CCCCC(CC)C(=O)OC=C,1.05
1709,CCCCCCCC(=O)OC=C,-0.3
1710,CCCCCCCOC(=O)C=C,1.09
1711,CCCCCCOC(=O)C(=C)C,1.09
1712,CCCCCC/C=C/C(=O)OC,1.04
1713,CCCCCCC(=O)OCC=C,0.73
1714,CCCC(C(=O)OCC)C(=O)OCC,0.13
1715,CCOC(=O)CCCCC(=O)OCC,-0.18
1716,COC(=O)CCCCCCC(=O)OC,0.3
1717,C(CCCCC(=O)O)CCCC(=O)O,-0.27
1718,CCCCOC(=O)C(=O)OCCCC,-0.57
1719,CCCCCCC(C(=O)OCC)Br,1.5
1720,CCCCCCCCCN=C=S,2.44
1721,CCCCCCCC=CCO,1.15
1722,CCCCCCCCC(=O)C,0.5
1723,CCCCCCCC(=O)CC,0.54
1724,CCCCCCCCCC=O,1.24
1725,CCCCCCCCCC(=O)O,0.51
1726,CCCCCCCCC(=O)OC,1.0
1727,CCCCCCCCOC(=O)C,1.06
1728,CCCCCOCCCCC,1.09
1729,CCC(C)(CCCC(C)C)O,0.34
1730,CCCCCCCCCCO,1.23
1731,CCCCCCCCC(C)O,0.99
1732,CCCCCCC(CCC)O,0.85
1733,C(CCCCCO)CCCCO,0.22
1734,CCCCCCCCC(CO)O,0.76
1735,CCCCCCCCCCN,2.0
1736,C1CN(CCN1CCCN)CCCN,-0.66
1737,C1=CC=C2C(=C1)C=CC=C2C#N,0.69
1738,C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)CBr,2.66
1739,C1=CC=C2C(=C1)C=CC=C2N=C=S,2.14
1740,C1=CC=C2C(=C1)C=CC=C2C=O,0.42
1741,C1=CC=C2C(=C1)C=CC(=C2C=O)O,1.32
1742,CC1=CC(=O)C2=CC=CC=C2C1=O,1.54
1743,C1=CC=C2C(=C1)C(=CC=C2O)C=O,1.05
1744,C1=CC=C2C(=C1)C=CC=C2C(=O)O,0.4
1745,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,2.2
1746,C1=CC=C2C(=C1)C=CC=C2CCl,0.43
1747,C1=CC=C(C=C1)C2=CC=CC=N2,0.29
1748,C1=CC=C(C=C1)C2=CN=CC=C2,0.49
1749,C1=CC=C(C=C1)C2=CC=NC=C2,0.66
1750,CC1=C(C2=CC=CC=C2C=C1)[N+](=O)[O-],1.04
1751,CC1=CC=CC2=CC=CC=C12,0.74
1752,CC1=CC2=CC=CC=C2C=C1,1.08
1753,COC1=CC=CC2=CC=CC=C21,0.8
1754,CC1=C(C2=CC=CC=C2C=C1)O,1.25
1755,C1=CC=C2C(=C1)C=CC=C2CO,0.13
1756,C1=CC=C2C=C(C=CC2=C1)CO,0.39
1757,CCOC(=O)C#CC1=CC=CC=C1,1.67
1758,CC1=CC2=C(C=C1)N=C(C=C2)C,0.68
1759,C1=CC=C2C(=C1)C=CC=C2CN,0.44
1760,CCOC(=O)C(C#N)C1=CC=CC=C1,-0.02
1761,CC(=O)OC/C=C/C1=CC=CC=C1,0.59
1762,CC(=C)C(=O)OCC1=CC=CC=C1,0.65
1763,CCOC(=O)/C=C/C1=CC=CC=C1,0.99
1764,CN(C)C1=CC=C(C=C1)/C=C/C=O,0.52
1765,CC1=C(C=C(C(=N1)C)C(=O)C)C(=O)C,-0.54
1766,CCOC(=O)C1=C(C=NC=C1)C(=O)OCC,-0.13
1767,CCCCC1=CC=C(C=C1)N=C=S,2.76
1768,CCCCC(=O)C1=CC=CC=C1,0.56
1769,C1CCC(C1)C2=CC=C(C=C2)O,1.29
1770,CC(C)COC(=O)C1=CC=CC=C1,0.98
1771,CCCCOC1=CC=C(C=C1)C=O,0.72
1772,CCCCOC(=O)C1=CC=CC=C1,0.92
1773,CCCCOC(=O)C1=CC=C(C=C1)O,1.33
1774,CCOC(=O)CC1=CC(=C(C=C1)O)OC,-0.23
1775,CCCCCC1=CC=CC=C1,1.79
1776,CC(C)(C)C1=CC=C(C=C1)CO,0.48
1777,CCCC(CC1=CC=CC=C1)O,0.16
1778,CC(C)(CCC1=CC=CC=C1)O,-0.07
1779,CC1=CC(=C(C=C1)O)C(C)(C)C,1.3
1780,CCC(C)(C)C1=CC=C(C=C1)O,1.23
1781,CCCCCC1=CC=C(C=C1)O,1.58
1782,C1=CC=C(C=C1)CCCCCO,0.48
1783,CCCCCOC1=CC=C(C=C1)O,1.36
1784,CCCCCC1=CC(=CC(=C1)O)O,1.31
1785,CCCCCC1=CC=C(C=C1)N,1.69
1786,CCCCCOC1=CC=C(C=C1)N,0.97
1787,CCOP(=O)(CC1=CC=CC=C1)OCC,-0.43
1788,CCCCCCC#CC(=O)OCC,1.37
1789,CCOC(=O)CCCC(=O)CC(=O)OCC,-0.38
1790,CCOC(=O)CCC(=O)CCC(=O)OCC,-0.64
1791,CCCCC(CC)COC(=O)CC#N,0.89
1792,CCCCCCCCOC(=O)CC#N,0.9
1793,CCCCC(C(=O)OCC)C(=O)OCC,0.56
1794,CCOC(=O)CCCCCC(=O)OCC,0.41
1795,CCCCCCCCCCC#N,1.65
1796,CCCCCCCCCCN=C=S,2.4
1797,CCCCCCCC/C=C/CO,1.62
1798,CCCCCCCCCC(=O)C,1.45
1799,CCCCCCCCCCC=O,1.65
1800,CCCCCCCCCC(=O)OC,1.38
1801,CCCCCCCCCCC(=O)O,0.9
1802,CCCCCCCCCCCO,1.97
1803,CCCCCCCCCC(C)O,1.58
1804,CCCCCCCCCCNC(=S)N,1.94
1805,CCCCCCCCCCCN,2.29
1806,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,0.1
1807,C1=CC2=C(C3=C(C=C2)N=CC=C3)N=C1,1.07
1808,C1=CC2=C(C=CC3=C2C=CC=N3)N=C1,1.14
1809,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,1.4
1810,C1=CC=C2C(=C1)C3=CC=CC=C3O2,1.42
1811,C1=CC=C(C=C1)C2=C(C(=CC(=C2)Br)Br)O,2.21
1812,C1=CC(=CN=C1)C(=O)C2=CC=C(C=C2)Br,0.82
1813,C1=CC=C(C=C1)C2=CC(=O)C=CC2=O,2.83
1814,C1=CC=C2C(=C1)OC3=CC=CC=C3S2,2.04
1815,C1=CC=C(C=C1)C2=CC=C(C=C2)F,0.53
1816,C1=CC=C2C(=C1)C3=CC=CC=C3N2,0.92
1817,C1=CC=C2C=C(C=CC2=C1)C(=O)CBr,2.96
1818,C1=CC(=CC=C1C2=CC=C(C=C2)Br)O,2.31
1819,C1=CC=C(C=C1)C(=O)C2=CC=NC=C2,-0.1
1820,C1=CC=C(C=C1)C2=CC=CC=C2[N+](=O)[O-],1.3
1821,C1=CC=C(C=C1)C2=CC(=CC=C2)[N+](=O)[O-],1.57
1822,C1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-],1.58
1823,C1=CC=C2C(=C1)C=CC=C2CN=C=S,3.05
1824,C=CC1=CC2=CC=CC=C2C=C1,1.24
1825,C1=CC=C(C=C1)C2=CC=CC=C2,1.05
1826,CC1=C(C2=CC=CC=C2C=C1)C=O,1.23
1827,C1=CC=C(C=C1)C2=CC=CC=C2O,1.09
1828,C1=CC=C(C=C1)C2=CC(=CC=C2)O,1.35
1829,CC1=CC=C(C2=CC=CC=C12)C=O,1.12
1830,C1=CC=C(C=C1)C2=CC=C(C=C2)O,1.39
1831,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)O,1.66
1832,C1=CC=C(C(=C1)C2=CC=CC=C2O)O,0.88
1833,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,0.14
1834,C1=CC=C(C=C1)C2=C(C=CC(=C2)O)O,2.01
1835,C1=CC=C(C=C1)OC2=CC=C(C=C2)O,1.36
1836,CC(=O)OC1=CC=CC2=CC=CC=C21,0.64
1837,C1=CC=C(C=C1)NC2=CC=C(C=C2)[N+](=O)[O-],1.89
1838,C1=CC=C(C=C1)CSC2=C(C=CC=N2)[N+](=O)[O-],1.72
1839,C1=CC=C(C=C1)CC2=CC=CC=N2,0.39
1840,C1=CC=C(C=C1)C2=CC=CC=C2N,0.86
1841,C1=CC=C(C=C1)CC2=CN=CC=C2,0.69
1842,C1=CC=C(C=C1)C2=CC(=CC=C2)N,0.78
1843,C1=CC=C(C=C1)CC2=CC=NC=C2,0.66
1844,C1=CC=C(C=C1)C2=CC=C(C=C2)N,0.9
1845,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,1.42
1846,C1=CC=C(C=C1)NC2=CC(=CC=C2)O,1.01
1847,C1=CC=C(C=C1)OC2=CC=C(C=C2)N,0.98
1848,C1=CC=C(C=C1)C[N+]2=CC=CC(=C2)S(=O)(=O)[O-],-1.5
1849,CC1=C(C2=CC=CC=C2C=C1)C,1.31
1850,CC1=CC=C(C2=CC=CC=C12)C,1.43
1851,CCC1=CC=CC2=CC=CC=C21,0.89
1852,C1=CN=CC=C1CCC2=CC=NC=C2,-0.03
1853,CCOC1=CC=CC2=CC=CC=C21,1.25
1854,C1=CC=C2C(=C1)C=CC=C2CCO,0.27
1855,C1=CC=C2C=C(C=CC2=C1)CCO,0.49
1856,CC(C1=CC=CC2=CC=CC=C21)N,0.54
1857,CN(C)C1=CC=CC2=CC=CC=C21,0.86
1858,CCCOC(=O)/C=C/C1=CC=CC=C1,1.23
1859,CCOC(=O)C1=CC=CC=C1C(=O)OCC,0.16
1860,CCCCCC(=O)C1=CC=CC=C1,1.19
1861,C1CCC(CC1)C2=CC=C(C=C2)O,1.56
1862,CCCCCOC1=CC=C(C=C1)C=O,1.18
1863,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,0.92
1864,CCCCCOC(=O)C1=CC=CC=C1,1.37
1865,CC(C)CCOC(=O)C1=CC=C(C=C1)O,1.48
1866,C1CCC(CC1)C2=CC=C(C=C2)N,1.09
1867,CC1=CC(=C(C(=C1)C(C)(C)C)O)C,1.2
1868,C1=CC=C(C=C1)CCCCCCO,0.87
1869,CCCCCCOC1=CC=C(C=C1)O,1.64
1870,CCCCCCC1=C(C=C(C=C1)O)O,1.8
1871,CC(C)(C)OC(=O)C#CC(=O)OC(C)(C)C,2.3
1872,CC(C)C1=C(C(=CC=C1)C(C)C)N,0.77
1873,CCCCCCC1=CC=C(C=C1)N,2.04
1874,CCCCCCOC1=CC=C(C=C1)N,1.38
1875,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,0.68
1876,CCCCOC(=O)/C=C/C(=O)OCCCC,1.48
1877,CCCCOC(=O)/C=C\C(=O)OCCCC,1.01
1878,CCCCC(CC)COC(=O)C(=C)C,1.57
1879,COC(=O)CCCCCCCCC(=O)OC,1.01
1880,CCCCOC(=O)CCC(=O)OCCCC,0.51
1881,CCOC(=O)CCCCCCC(=O)OCC,0.7
1882,C(CCCCCC(=O)O)CCCCC(=O)O,-0.09
1883,CCCCCCCCCCCC#N,1.9
1884,CCCCCCCCCC=CCO,2.08
1885,CCCCCCCCCCC(=O)C,1.59
1886,CCCCCCCCCCCC=O,1.72
1887,CCCCCCCCCCOC(=O)C,1.88
1888,CCCCCCCCCCCC(=O)O,1.42
1889,CCCCCCCCCCCCO,2.12
1890,CCCCCCCCCCC(C)O,1.66
1891,CCCCCCCCC(CCC)O,1.65
1892,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,3.04
1893,C1=CC=C(C=C1)C2=CC=C(C=C2)C#N,1.24
1894,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,1.39
1895,C1=CC=C2C(=C1)C=CC3=C2N=CC=C3,1.31
1896,C1=CC=C2C(=C1)C=NC3=CC=CC=C23,1.4
1897,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Br,1.5
1898,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)Cl,1.55
1899,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,1.51
1900,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2F,1.04
1901,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,1.12
1902,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,0.87
1903,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2O,1.23
1904,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)O,1.02
1905,C1=CC=C(C=C1)OC2=CC=C(C=C2)C=O,1.26
1906,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O,0.98
1907,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,1.35
1908,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,3.09
1909,C1=CC=C(C(=C1)C(=O)C2=CC=CC=C2O)O,1.16
1910,C1=CC=C(C=C1)C(=O)OC2=CC=CC(=C2)O,1.11
1911,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,1.37
1912,C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O,1.37
1913,C1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O,0.88
1914,C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,0.96
1915,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N,0.68
1916,C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,1.41
1917,CC1=CC=C(C=C1)C2=CC=CC=C2,1.66
1918,C1=CC=C(C=C1)C2=CC=CC=C2CO,0.82
1919,C1=CC=C(C=C1)C2=CC=C(C=C2)CO,0.92
1920,C1=CC=C(C=C1)CC2=CC=CC=C2O,1.31
1921,C1=CC=C(C=C1)CC2=CC=C(C=C2)O,1.2
1922,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,0.5
1923,C1=CC=C(C=C1)COC2=CC=C(C=C2)O,1.04
1924,C1=CC=C(C=C1)NC(=S)NC2=CC=CC=C2,0.88
1925,CC1=CC(=NC=C1)NCC2=CC=CC=C2,0.95
1926,CCCCOC(=O)/C=C/C1=CC=CC=C1,1.53
1927,CC(C)(C)C1=CC=C(C=C1)C(=O)OC=C,1.57
1928,CCCCCCC(=O)C1=CC=CC=C1,1.54
1929,CC(C)CC(=O)OCCC1=CC=CC=C1,1.1
1930,CCOC(=O)C1=CC=C(C=C1)C(C)(C)C,1.42
1931,CCCCCCOC(=O)C1=CC=CC=C1,1.94
1932,CCCCCCCOC1=CC=C(C=C1)O,2.03
1933,CCCCCCCCCCOC(=O)CC#N,1.7
1934,CCCCCCCCCCC#CCO,2.33
1935,CCCCCCCCCC(=O)OCC=C,0.48
1936,CCCCCCCCCCCC(=O)C,2.08
1937,CCCCCCC(=O)CCCCCC,1.52
1938,CCCCCCCCCCCCCO,2.37
1939,CCCCCCCCCCCC(C)O,2.17
1940,CCCCCCCC(CCCCC)O,2.24
1941,C1=CC=C2C=C3C(=O)C=CC(=O)C3=CC2=C1,2.97
1942,C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O,2.9
1943,C1C2=CC=CC=C2C3=C1C=C(C=C3)C=O,1.5
1944,C1=CC=C2C(=C1)C=C3C(=C2O)C=CC(=C3O)O,1.34
1945,C=CN1C2=CC=CC=C2C3=CC=CC=C31,2.24
1946,C1=CC=C(C=C1)C(C2=CC=CC=C2)N=C=S,3.05
1947,CC1=CC=CC=C1C(=O)C2=CC=CC=C2,1.41
1948,CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,1.4
1949,CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,0.92
1950,C1=CC=C(C=C1)CC(=O)C2=CC=C(C=C2)O,1.07
1951,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,0.79
1952,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,1.45
1953,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,1.42
1954,C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O,1.55
1955,CCC1=CC=C(C=C1)C2=CC=CC=C2,1.97
1956,C1=CC=C(C=C1)C(CO)C2=CC=CC=C2,0.65
1957,CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,0.98
1958,CCOC(=O)C(CC1=CC=CC=C1)C(=O)OCC,0.71
1959,CCCCCCCC(=O)C1=CC=CC=C1,1.88
1960,CC(C)(C)C1=CC(=CC(=C1)O)C(C)(C)C,1.64
1961,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,2.1
1962,CC(C)(C)C1=CC(=C(C(=C1)O)O)C(C)(C)C,2.11
1963,CC(C)(C)C1=CC(=CC(=C1)N)C(C)(C)C,1.44
1964,CCCCCCCCC1=CC=C(C=C1)N,2.38
1965,CCCCCCCCCCC#CCCO,2.45
1966,CCOC(=O)CCCCCCCCC(=O)OCC,1.35
1967,CCCCOC(=O)CCCCC(=O)OCCCC,0.79
1968,C(CCCCCCC(=O)O)CCCCCC(=O)O,0.08
1969,CCCCCCCCCCCCCCO,1.67
1970,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C=O,1.71
1971,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,1.41
1972,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,1.51
1973,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,1.52
1974,CC(C(C1=CC=CC=C1)C2=CC=CC=C2)O,0.75
1975,CC(CC1=CC=CC=C1)(C2=CC=CC=C2)O,0.8
1976,C1=CC=C(C=C1)C(CCO)C2=CC=CC=C2,1.04
1977,CCCCC(CC)COC(=O)C1=CC=C(C=C1)O,2.51
1978,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,1.79
1979,CCCCCCCCCC1=CC=C(C=C1)O,2.44
1980,CN(C)CC1=CC(=C(C(=C1)CN(C)C)O)CN(C)C,-0.52
1981,COC(=O)CCCCCCCCCCCC(=O)OC,1.65
1982,C1=CC=C(C=C1)C2=CC=CC3=CC=CC=C32,2.04
1983,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,1.44
1984,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,1.6
1985,CCCCCCCCCOC(=O)C1=CC=C(C=C1)O,2.63
1986,CCCCOC(=O)CCCCCCC(=O)OCCCC,1.66
1987,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C(=O)C=CC4=O,2.08
1988,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)C(=O)CBr,2.39
1989,C1=CC=C(C=C1)C2=CC(=O)C(=CC2=O)C3=CC=CC=C3,1.48
1990,C1=CC=C(C=C1)C2=C(C(=CC=C2)C3=CC=CC=C3)O,2.11
1991,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,0.77
1992,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,1.81
1993,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.36
1994,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,1.7
